285,4,2,3,0,5,6,1,
272,4,2,3,1,0,6,5,
280,2,4,5,3,0,6,1,
277,4,2,3,1,0,6,5,
280,4,2,0,6,3,1,5,
282,4,2,0,3,1,6,5,
277,4,2,3,1,0,5,6,
274,4,3,0,2,1,6,5,
273,4,1,0,2,5,6,3,
273,4,2,0,3,1,6,5,
274,4,2,0,3,1,6,5,
275,4,2,0,3,1,6,5,
277,4,2,0,3,1,6,5,
278,4,2,0,5,3,1,6,
280,4,5,2,0,3,1,6,
272,4,2,0,5,3,1,6,
278,4,2,0,3,1,6,5,
278,4,2,0,3,5,1,6,
278,4,2,0,3,1,6,5,
269,4,2,0,5,3,1,6,
285,4,2,0,5,3,1,6,
286,4,2,0,5,3,1,6,
271,4,2,0,5,3,1,6,
278,4,2,0,5,3,1,6,
284,4,2,0,5,3,1,6,
282,4,2,0,5,3,1,6,
279,4,2,0,5,3,1,6,
280,4,2,0,5,3,1,6,
278,4,2,0,5,3,1,6,
273,4,2,0,5,3,1,6,
281,4,2,0,5,3,1,6,
275,4,2,0,5,3,1,6,
277,4,2,0,5,3,1,6,
270,4,2,0,5,3,1,6,
279,4,2,0,5,3,1,6,
285,4,5,2,0,3,1,6,
279,4,5,2,0,3,1,6,
273,4,2,0,5,3,1,6,
268,4,2,0,5,3,1,6,
284,4,5,2,0,3,1,6,
282,4,2,0,5,3,6,1,
276,4,2,0,5,3,1,6,
282,4,5,2,0,3,1,6,
282,4,0,2,5,3,1,6,
288,4,2,5,0,3,1,6,
279,4,5,2,0,3,1,6,
278,4,1,2,0,3,5,6,
278,4,5,2,6,3,1,0,
285,4,0,2,5,3,1,6,
283,4,5,2,6,1,0,3,
281,4,1,2,0,3,5,6,
273,4,2,5,1,0,3,6,
283,4,2,5,1,0,3,6,
272,4,3,2,0,1,5,6,
278,4,1,2,0,3,5,6,
281,4,1,2,0,3,5,6,
276,4,1,2,0,3,5,6,
277,4,2,1,0,3,5,6,
284,4,1,2,0,3,5,6,
282,4,2,1,0,3,5,6,
278,4,1,2,0,3,5,6,
284,4,1,2,0,3,5,6,
279,4,2,1,0,3,5,6,
271,4,2,1,0,3,5,6,
281,4,2,1,0,3,6,5,
271,4,1,2,0,3,5,6,
277,4,2,1,0,5,3,6,
283,4,2,1,0,3,5,6,
283,4,2,1,0,5,3,6,
274,4,1,2,0,3,5,6,
275,4,2,3,0,5,1,6,
284,4,2,3,0,1,5,6,
273,4,2,1,0,5,3,6,
277,4,1,0,2,3,5,6,
282,4,1,2,0,5,3,6,
276,4,1,2,0,5,3,6,
291,4,1,2,0,5,3,6,
277,4,1,2,0,5,3,6,
267,4,1,0,5,2,3,6,
286,4,1,2,0,5,3,6,
276,4,1,0,2,5,3,6,
276,4,1,2,0,5,3,6,
276,4,1,0,5,2,3,6,
281,4,1,2,0,5,3,6,
278,4,1,0,2,5,3,6,
283,4,1,2,0,5,3,6,
275,4,1,2,0,5,3,6,
277,4,1,2,0,5,3,6,
281,4,1,2,0,5,3,6,
294,4,1,2,0,5,3,6,
275,4,1,2,0,5,3,6,
290,4,1,0,2,5,3,6,
277,4,1,0,2,5,3,6,
277,4,1,2,0,5,3,6,
282,4,1,2,0,3,5,6,
283,4,1,2,0,5,3,6,
278,4,1,2,0,5,3,6,
270,4,1,2,0,5,3,6,
287,4,1,2,0,5,3,6,
281,4,1,2,0,5,3,6,
