58,4,5,6,2,1,0,3,
59,4,5,6,2,1,0,3,
57,0,4,5,6,2,1,3,
62,4,5,3,2,6,1,0,
56,0,4,5,6,3,1,2,
60,4,5,3,2,0,6,1,
56,2,4,5,6,3,0,1,
58,2,5,4,1,3,0,6,
55,2,5,4,1,3,0,6,
53,2,5,4,1,3,0,6,
59,6,3,5,1,4,0,2,
58,2,5,4,1,3,0,6,
58,2,5,4,1,3,0,6,
69,2,5,4,1,3,0,6,
59,2,5,4,1,3,0,6,
58,2,5,4,1,3,0,6,
63,2,5,4,1,3,0,6,
61,2,5,4,1,3,0,6,
61,2,5,4,1,6,0,3,
63,2,5,4,1,3,0,6,
57,2,5,4,1,3,0,6,
59,2,5,4,1,3,0,6,
58,2,5,3,1,4,0,6,
55,2,5,4,1,3,0,6,
62,2,5,4,1,3,0,6,
61,2,5,4,1,3,0,6,
55,2,5,1,3,4,0,6,
55,2,5,4,1,3,0,6,
58,2,5,1,3,4,0,6,
54,2,5,4,3,1,0,6,
59,2,5,1,3,4,0,6,
55,2,5,0,3,1,4,6,
54,2,5,0,3,1,4,6,
55,0,5,2,3,1,4,6,
58,2,5,1,3,4,0,6,
53,2,5,1,3,4,0,6,
59,4,5,2,3,1,0,6,
58,2,5,1,3,4,0,6,
57,4,5,2,3,1,0,6,
57,4,5,2,3,1,0,6,
55,2,5,1,4,3,0,6,
61,4,5,2,3,1,0,6,
66,4,5,2,3,1,0,6,
65,4,5,2,3,6,0,1,
58,4,5,2,3,6,0,1,
63,4,5,2,3,1,0,6,
61,4,5,2,3,6,1,0,
57,4,5,2,3,1,0,6,
53,4,2,3,1,5,6,0,
58,4,5,0,3,6,1,2,
59,4,2,3,1,5,6,0,
64,2,4,5,0,3,1,6,
60,2,4,1,0,3,5,6,
64,2,4,1,0,3,5,6,
59,2,4,1,0,3,5,6,
60,2,4,5,0,3,1,6,
63,2,4,5,0,3,1,6,
55,2,4,5,0,3,1,6,
65,2,4,5,0,3,1,6,
60,2,4,5,0,1,6,3,
61,2,4,5,0,1,6,3,
62,2,4,5,0,1,6,3,
56,2,4,5,0,1,6,3,
59,2,4,5,0,1,6,3,
61,2,4,5,0,1,6,3,
59,2,4,5,0,1,6,3,
58,2,4,5,0,1,6,3,
61,2,4,5,0,1,6,3,
59,2,4,5,0,1,6,3,
63,2,4,5,0,1,6,3,
58,2,4,5,0,1,6,3,
60,2,4,5,0,1,6,3,
59,2,4,5,0,1,6,3,
60,2,4,5,0,1,6,3,
58,2,4,3,0,1,6,5,
56,5,4,3,0,1,6,2,
58,2,5,4,3,0,1,6,
59,2,4,5,0,3,1,6,
56,2,4,5,0,3,1,6,
57,2,4,5,1,3,0,6,
60,2,4,5,1,0,3,6,
57,2,4,5,1,0,3,6,
62,2,4,5,0,3,1,6,
57,2,4,5,0,3,1,6,
61,5,4,2,0,3,1,6,
60,2,4,3,0,5,1,6,
61,2,4,5,0,3,1,6,
67,2,4,5,0,3,1,6,
60,4,2,5,0,6,1,3,
61,2,4,5,0,3,1,6,
61,2,4,5,0,3,1,6,
56,2,4,5,0,3,1,6,
62,2,4,5,0,3,1,6,
58,2,4,5,0,3,1,6,
69,2,4,5,0,3,1,6,
56,2,4,5,0,3,1,6,
56,2,4,5,0,3,1,6,
61,2,4,5,0,3,1,6,
59,2,4,5,0,3,1,6,
60,2,4,5,0,3,1,6,
61,2,4,5,0,3,1,6,
57,2,4,5,0,3,1,6,
64,2,4,5,0,3,1,6,
63,2,4,5,0,3,1,6,
61,2,4,5,0,3,1,6,
58,2,4,5,0,3,1,6,
59,2,4,5,0,3,1,6,
55,2,4,5,0,3,1,6,
61,2,3,4,5,0,1,6,
63,3,2,4,5,0,1,6,
58,3,2,4,5,0,1,6,
59,2,4,5,0,3,1,6,
53,2,4,5,1,0,3,6,
57,2,4,5,1,0,3,6,
57,1,2,4,5,0,3,6,
60,2,1,4,5,0,3,6,
59,1,2,4,5,0,3,6,
58,1,2,4,5,0,3,6,
55,1,2,4,5,0,3,6,
60,1,2,4,5,0,6,3,
62,1,2,4,5,0,6,3,
57,1,2,4,5,0,6,3,
60,1,2,4,5,0,6,3,
58,1,2,4,5,0,6,3,
58,1,2,4,5,0,6,3,
52,1,2,4,5,0,6,3,
55,4,2,1,5,0,6,3,
55,1,2,4,5,0,6,3,
55,1,2,4,5,0,6,3,
56,4,2,1,5,0,6,3,
60,4,0,1,5,2,6,3,
60,4,0,1,2,5,6,3,
52,4,1,2,5,0,6,3,
56,4,1,2,5,0,6,3,
59,4,1,2,5,0,3,6,
61,4,2,1,5,0,6,3,
57,4,2,1,5,0,6,3,
62,4,2,1,5,0,6,3,
58,4,2,1,5,0,3,6,
62,4,2,1,5,0,3,6,
57,4,5,1,2,0,3,6,
67,4,5,1,2,0,3,6,
63,4,5,1,2,0,3,6,
55,4,5,1,2,0,3,6,
60,4,5,1,2,0,3,6,
57,4,5,6,2,0,3,1,
67,4,5,6,2,0,3,1,
61,4,5,6,2,0,3,1,
63,4,5,6,2,1,0,3,
58,4,5,6,2,1,0,3,
58,4,5,6,2,1,0,3,
56,4,5,6,2,1,0,3,
58,4,5,6,2,0,1,3,
55,4,5,6,2,0,1,3,
59,4,5,0,2,1,6,3,
61,4,5,0,2,1,6,3,
53,4,5,0,2,1,6,3,
58,4,5,0,2,1,6,3,
57,4,5,0,2,1,6,3,
60,4,5,0,2,1,6,3,
60,4,5,0,2,1,6,3,
61,4,3,0,2,1,6,5,
62,4,5,0,2,1,6,3,
58,4,5,0,2,1,6,3,
58,4,5,0,2,1,6,3,
55,4,5,0,2,1,6,3,
62,4,5,0,2,1,6,3,
59,4,5,0,2,1,6,3,
60,4,5,0,2,1,6,3,
61,4,5,0,2,1,6,3,
60,4,5,0,2,1,6,3,
56,4,5,0,2,1,6,3,
57,4,5,0,2,1,6,3,
61,4,5,0,2,1,6,3,
59,4,5,0,2,1,6,3,
61,4,5,0,2,1,6,3,
60,4,5,0,2,1,6,3,
63,4,5,0,2,1,3,6,
59,5,4,0,2,1,6,3,
62,5,4,0,2,1,6,3,
51,4,5,0,2,1,6,3,
60,4,2,0,5,1,6,3,
64,4,5,0,2,1,6,3,
59,4,5,0,2,1,6,3,
